ID,Type,variable,value
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543624,-0.4472135954999579
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543624,6.799605251287687
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543822,-0.9175171253255098
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543822,-0.3345084269245821
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543822,1.2487818621918998
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543822,0.863829777302045
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543822,-0.8605860872438532
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543822,-1.381724051222098
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543822,-0.7679393380921645
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543822,-0.8818089002565423
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543822,-0.4454422854306748
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543822,-1.381724051222098
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941017,-0.5858752785793753
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941017,-0.8819529769519505
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941017,0.9467258607880336
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941017,-0.7003976555874216
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941017,1.221500050330712
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941017,-1.9454849384189
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941017,-1.9454849384189
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941017,0.1075256479387819
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941017,3.07546486517326
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941017,-1.9454849384189
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941067,-0.1033424880480289
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941067,-0.4339909473768926
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941067,0.0387649839380339
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941067,1.604862370552923
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941067,-1.1062939190660352
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941067,-0.6123381875428906
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941067,-0.6106462558123842
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941067,-1.4058541691510376
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941067,5.2540121050601964
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941067,1.3364437084653469
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298045,-0.8406811251285534
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298045,0.736791056809782
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298045,0.5238315810567731
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298045,0.8826909529639777
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298045,-1.30263246570198
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298045,-0.3611430545477271
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298045,-0.7829338074557396
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298045,-0.791686531487462
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298045,-1.4301459353656452
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298045,-0.8045832443306646
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596907,-1.636700097505238
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596907,0.90892754992875
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596907,-0.0835333420152098
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596907,0.6875900453480333
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596907,0.1237158442436705
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596907,21.1420993178749
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596907,3.2397153475263747
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596907,-0.595334063456386
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596907,-1.57222467993115
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596907,4.929705784625962
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647649,1.7888543819998317
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647649,-0.4472135954999578
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647649,-0.4472135954999578
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647649,-0.4472135954999578
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647649,-0.4472135954999578
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647649,
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647649,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647649,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647649,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647649,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138075,-0.447213595499958
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138075,-0.447213595499958
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138075,1.788854381999832
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138075,-0.447213595499958
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138075,-0.447213595499958
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138075,-0.447213595499958
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138075,0.5217491947499521
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138075,-0.447213595499958
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138075,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138075,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596869,-0.5281156046870609
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596869,1.268389468023417
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596869,-1.3351714618995594
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596869,0.0211811243410138
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596869,0.5737164742221885
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596869,2.126512913863692
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596869,0.7003972612619267
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596869,1.3664081886435209
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596869,0.1721898158485508
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596869,0.8395153782074045
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093457,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093457,-0.5
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093457,-0.5
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093457,-0.5
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093457,1.5
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093457,2.429745889387137
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093457,-0.0124378109452747
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093457,-0.042590431738625
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093457,0.6896813353565967
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093457,0.4363057324840734
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543554,0.0821051558742477
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543554,-0.2019208466515511
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543554,0.9236036714112564
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543554,0.7763261534414448
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543554,-1.580114134075398
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543554,-1.580114134075398
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543554,-1.580114134075398
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543554,-0.7092557669496056
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543554,3.6450360686793526
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543554,2.805960853638449
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277214,1.492496355908927
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277214,-0.6429246027143802
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277214,-1.0310247443386662
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277214,0.4646435755423014
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277214,-0.2831905843981824
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277214,0.0473573940122231
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277214,-0.1170534131353021
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277214,-0.7978430294124725
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277214,-0.2934818801771801
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277214,0.5621871616214956
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035097,1.1576626934832313
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035097,0.1929605090936343
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035097,-1.603377916923771
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035097,0.0268280910878299
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035097,0.2259266232590748
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035097,1.537501003619345
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035097,-0.1533350231976891
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035097,-0.8922265470806189
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035097,-0.2075622690825842
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035097,0.7416476313585827
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630237,-1.2637948248847863
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630237,1.4026096935822807
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630237,-0.2337121986967444
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630237,-0.3863626676228029
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630237,0.4812599976220522
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630237,-0.1355906037452661
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630237,-0.9375427508419472
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630237,-1.0754333801196685
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630237,-1.6391292432616504
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630237,-0.4085938067547014
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048968,0.5943039899317993
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048968,-0.6918744234006234
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048968,0.0125696466208414
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048968,1.3003441808031406
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048968,-1.215343393955155
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048968,-0.0702801603848258
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048968,-0.6502706010996754
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048968,-1.1818959349184806
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048968,-0.8139167564869727
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048968,-0.685141175274754
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787260,-0.7201579347479219
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787260,0.8454027929649512
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787260,-0.7201579347479219
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787260,-0.7201579347479219
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787260,1.3150710112788144
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787260,0.3280286468967486
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787260,-0.3672280597143834
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787260,-0.7201579347479219
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787260,-0.026329884966077
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787260,-0.7201579347479219
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630240,-0.2587358963025308
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630240,0.272558770962425
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630240,-1.1670367430118882
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630240,1.533644441203934
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630240,-0.3804305728519401
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630240,0.1754725449164416
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630240,-0.371679064414297
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630240,-0.7839613977330486
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630240,-0.4518139717682919
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630240,1.5024998476462577
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787034,-0.4472135954999579
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787034,1.7888543819998317
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787034,-0.4472135954999579
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787034,-0.4472135954999579
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787034,-0.4472135954999579
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787034,0.5327915057499515
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787034,0.21154502027799
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787034,0.3087903397499718
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787034,-0.4472135954999579
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787034,0.3972588853643252
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941133,0.0736417300862226
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941133,0.0989815104096026
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941133,-1.140116357627582
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941133,1.5365743653339878
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941133,-0.569081248202232
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941133,-0.3923256524512306
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941133,0.6231852703068878
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941133,-1.3163846683331737
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941133,-1.9300993354849527
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941133,-1.0570407283432273
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10:89619506,-0.4009079970207117
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10:89619506,0.1143450134600484
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10:89619506,0.0014762360763301
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10:89619506,-1.233239783182087
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10:89619506,1.5183265306664795
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr10:89619506,-1.1667536407850654
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr10:89619506,-0.700939526696949
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr10:89619506,-2.17654914083149
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr10:89619506,-0.9877495295301154
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr10:89619506,-0.7689165242353692
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787226,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787226,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787226,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787226,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787226,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787226,inf
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787226,inf
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787226,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787226,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787226,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652911,1.2932715820993066
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652911,-1.3992876839423345
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652911,-0.3934244724139215
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652911,0.0376597610982556
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652911,0.4617808131586939
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652911,3.640027013973383
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652911,0.8389244953526779
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652911,-0.5647937603039479
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652911,2.551597876369656
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652911,-0.141958669531819
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034409,1.6477874069022096
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034409,-0.8688340057153702
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034409,-0.6815806937697114
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034409,0.1254273562234837
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034409,-0.2228000636406123
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034409,0.0620951165963369
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034409,-0.6622183836933542
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034409,-0.4829840184416261
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034409,-1.0810894859615203
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034409,-0.8072936576869247
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093538,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093538,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093538,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093538,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093538,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093538,
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093538,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093538,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093538,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093538,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093451,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093451,0.8181685292722258
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093451,-1.3160760051556508
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093451,0.7360822010249966
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093451,-0.2381747251415718
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093451,0.1173718164750101
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093451,-1.0512813979065347
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093451,-1.3160760051556508
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093451,-0.992705621151427
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093451,-0.4651013104076941
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59940975,1.2999087043845203
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59940975,-0.0150411011133284
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59940975,0.5864132014804101
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59940975,-1.2637293823463656
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59940975,-0.6075514224052364
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59940975,-1.1726767637632645
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59940975,1.769627036322384
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59940975,-1.920155237247808
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59940975,-1.920155237247808
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59940975,2.014684274114215
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787223,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787223,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787223,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787223,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787223,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787223,inf
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787223,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787223,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787223,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787223,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543613,0.5174043611364766
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543613,-0.7750061611066965
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543613,-1.0567008773673696
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543613,-0.1015797300460258
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543613,1.4158824073836156
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543613,-1.0567008773673696
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543613,0.250844650516395
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543613,-0.2611118956506755
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543613,1.03313684668617
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543613,0.7023711637424442
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034359,0.4815228751702358
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034359,0.7601865595245768
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034359,0.8894270924856085
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034359,-1.3188468787724417
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034359,-0.8122896484079812
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034359,-1.6343897589264134
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034359,-1.1402548212566526
